,Language,1st_Language,2nd_Language,3rd_Language,4th_Language,5th_Language,6th_Language,7th_Language
8022,English,English,,,,,,
8023,,,,,,,,
8024,English,English,,,,,,
8025,"English,Malay",English,Malay,,,,,
8026,English,English,,,,,,
8027,English,English,,,,,,
8028,English,English,,,,,,
8029,,,,,,,,
8030,English,English,,,,,,
8031,English,English,,,,,,
8032,English,English,,,,,,
8033,English,English,,,,,,
8034,Hindi,Hindi,,,,,,
8035,"Korean,English",Korean,English,,,,,
8036,English,English,,,,,,
8037,English,English,,,,,,
8038,English,English,,,,,,
8039,English,English,,,,,,
8040,English,English,,,,,,
8041,"German,English",German,English,,,,,
8042,French,French,,,,,,
8043,English,English,,,,,,
8044,English,English,,,,,,
8045,English,English,,,,,,
8046,English,English,,,,,,
8047,English,English,,,,,,
8048,English,English,,,,,,
8049,English,English,,,,,,
8050,English,English,,,,,,
8051,English,English,,,,,,
8052,,,,,,,,
8053,English,English,,,,,,
8054,English,English,,,,,,
8055,English,English,,,,,,
8056,"English,German",English,German,,,,,
8057,English,English,,,,,,
8058,English,English,,,,,,
8059,,,,,,,,
8060,English,English,,,,,,
8061,English,English,,,,,,
8062,English,English,,,,,,
8063,English,English,,,,,,
8064,English,English,,,,,,
8065,English,English,,,,,,
8066,English,English,,,,,,
8067,Mandarin,Mandarin,,,,,,
8068,English,English,,,,,,
8069,English,English,,,,,,
8070,English,English,,,,,,
8071,French,French,,,,,,
8072,English,English,,,,,,
8073,English,English,,,,,,
8074,English,English,,,,,,
8075,,,,,,,,
8076,English,English,,,,,,
8077,English,English,,,,,,
8078,English,English,,,,,,
8079,Hindi,Hindi,,,,,,
8080,Telugu,Telugu,,,,,,
8081,English,English,,,,,,
8082,English,English,,,,,,
8083,English,English,,,,,,
8084,Hindi,Hindi,,,,,,
8085,English,English,,,,,,
8086,English,English,,,,,,
8087,English,English,,,,,,
8088,English,English,,,,,,
8089,English,English,,,,,,
8090,Swedish,Swedish,,,,,,
8091,English,English,,,,,,
8092,English,English,,,,,,
8093,English,English,,,,,,
8094,English,English,,,,,,
8095,English,English,,,,,,
8096,English,English,,,,,,
8097,English,English,,,,,,
8098,English,English,,,,,,
8099,English,English,,,,,,
8100,English,English,,,,,,
8101,English,English,,,,,,
8102,English,English,,,,,,
8103,English,English,,,,,,
8104,English,English,,,,,,
8105,English,English,,,,,,
8106,Spanish,Spanish,,,,,,
8107,Japanese,Japanese,,,,,,
8108,"English,Norwegian",English,Norwegian,,,,,
8109,English,English,,,,,,
8110,English,English,,,,,,
8111,German,German,,,,,,
8112,English,English,,,,,,
8113,Hindi,Hindi,,,,,,
8114,Hindi,Hindi,,,,,,
8115,English,English,,,,,,
8116,English,English,,,,,,
8117,English,English,,,,,,
8118,English,English,,,,,,
8119,English,English,,,,,,
8120,English,English,,,,,,
8121,Punjabi,Punjabi,,,,,,
8122,English,English,,,,,,
8123,"English,Serbo-Croatian",English,Serbo-Croatian,,,,,
8124,Hindi,Hindi,,,,,,
8125,English,English,,,,,,
8126,English,English,,,,,,
8127,Punjabi,Punjabi,,,,,,
8128,English,English,,,,,,
8129,English,English,,,,,,
8130,English,English,,,,,,
8131,English,English,,,,,,
8132,English,English,,,,,,
8133,Russian,Russian,,,,,,
8134,English,English,,,,,,
8135,English,English,,,,,,
8136,English,English,,,,,,
8137,English,English,,,,,,
8138,English,English,,,,,,
8139,"English,Spanish",English,Spanish,,,,,
8140,Punjabi,Punjabi,,,,,,
8141,English,English,,,,,,
8142,Mandarin,Mandarin,,,,,,
8143,English,English,,,,,,
8144,English,English,,,,,,
8145,English,English,,,,,,
8146,English,English,,,,,,
8147,,,,,,,,
8148,English,English,,,,,,
8149,English,English,,,,,,
8150,English,English,,,,,,
8151,English,English,,,,,,
8152,English,English,,,,,,
8153,English,English,,,,,,
8154,English,English,,,,,,
8155,English,English,,,,,,
8156,English,English,,,,,,
8157,English,English,,,,,,
8158,English,English,,,,,,
8159,"English,Tagalog",English,Tagalog,,,,,
8160,English,English,,,,,,
8161,English,English,,,,,,
8162,English,English,,,,,,
8163,English,English,,,,,,
8164,English,English,,,,,,
8165,English,English,,,,,,
8166,English,English,,,,,,
8167,English,English,,,,,,
8168,English,English,,,,,,
8169,English,English,,,,,,
8170,Japanese,Japanese,,,,,,
8171,English,English,,,,,,
8172,English,English,,,,,,
8173,English,English,,,,,,
8174,English,English,,,,,,
8175,English,English,,,,,,
8176,English,English,,,,,,
8177,English,English,,,,,,
8178,English,English,,,,,,
8179,Spanish,Spanish,,,,,,
8180,English,English,,,,,,
8181,English,English,,,,,,
8182,English,English,,,,,,
8183,English,English,,,,,,
8184,Spanish,Spanish,,,,,,
8185,English,English,,,,,,
8186,English,English,,,,,,
8187,German,German,,,,,,
8188,English,English,,,,,,
8189,English,English,,,,,,
8190,,,,,,,,
8191,English,English,,,,,,
8192,English,English,,,,,,
8193,English,English,,,,,,
8194,English,English,,,,,,
8195,English,English,,,,,,
8196,English,English,,,,,,
8197,Spanish,Spanish,,,,,,
8198,English,English,,,,,,
8199,English,English,,,,,,
8200,English,English,,,,,,
8201,English,English,,,,,,
8202,Spanish,Spanish,,,,,,
8203,"Catalan,English,Spanish,Japanese",Catalan,English,Spanish,Japanese,,,
8204,English,English,,,,,,
8205,English,English,,,,,,
8206,English,English,,,,,,
8207,English,English,,,,,,
8208,English,English,,,,,,
8209,English,English,,,,,,
8210,Punjabi,Punjabi,,,,,,
8211,Tamil,Tamil,,,,,,
8212,English,English,,,,,,
8213,English,English,,,,,,
8214,Spanish,Spanish,,,,,,
8215,English,English,,,,,,
8216,English,English,,,,,,
8217,English,English,,,,,,
8218,English,English,,,,,,
8219,English,English,,,,,,
8220,English,English,,,,,,
8221,English,English,,,,,,
8222,English,English,,,,,,
8223,French,French,,,,,,
8224,English,English,,,,,,
8225,English,English,,,,,,
8226,English,English,,,,,,
8227,English,English,,,,,,
8228,English,English,,,,,,
8229,English,English,,,,,,
8230,,,,,,,,
8231,English,English,,,,,,
8232,English,English,,,,,,
8233,Telugu,Telugu,,,,,,
8234,English,English,,,,,,
8235,English,English,,,,,,
8236,English,English,,,,,,
8237,English,English,,,,,,
8238,English,English,,,,,,
8239,,,,,,,,
8240,English,English,,,,,,
8241,English,English,,,,,,
8242,English,English,,,,,,
8243,"Filipino,Tagalog",Filipino,Tagalog,,,,,
8244,English,English,,,,,,
8245,English,English,,,,,,
8246,English,English,,,,,,
8247,English,English,,,,,,
8248,Hindi,Hindi,,,,,,
8249,English,English,,,,,,
8250,,,,,,,,
8251,English,English,,,,,,
8252,English,English,,,,,,
8253,English,English,,,,,,
8254,English,English,,,,,,
8255,English,English,,,,,,
8256,English,English,,,,,,
8257,English,English,,,,,,
8258,English,English,,,,,,
8259,English,English,,,,,,
8260,English,English,,,,,,
8261,English,English,,,,,,
8262,English,English,,,,,,
8263,English,English,,,,,,
8264,English,English,,,,,,
8265,"Italian,Spanish",Italian,Spanish,,,,,
8266,English,English,,,,,,
8267,English,English,,,,,,
8268,English,English,,,,,,
8269,English,English,,,,,,
8270,English,English,,,,,,
8271,English,English,,,,,,
8272,"English,Spanish",English,Spanish,,,,,
8273,English,English,,,,,,
8274,English,English,,,,,,
8275,English,English,,,,,,
8276,English,English,,,,,,
8277,Marathi,Marathi,,,,,,
8278,English,English,,,,,,
8279,French,French,,,,,,
8280,English,English,,,,,,
8281,English,English,,,,,,
8282,English,English,,,,,,
8283,"English,Hebrew",English,Hebrew,,,,,
8284,English,English,,,,,,
8285,English,English,,,,,,
8286,Tamil,Tamil,,,,,,
8287,English,English,,,,,,
8288,"Hindi,English",Hindi,English,,,,,
8289,English,English,,,,,,
8290,,,,,,,,
8291,English,English,,,,,,
8292,English,English,,,,,,
8293,,,,,,,,
8294,English,English,,,,,,
8295,,,,,,,,
8296,English,English,,,,,,
8297,English,English,,,,,,
8298,English,English,,,,,,
8299,English,English,,,,,,
8300,English,English,,,,,,
8301,English,English,,,,,,
8302,English,English,,,,,,
8303,English,English,,,,,,
8304,English,English,,,,,,
8305,Mandarin,Mandarin,,,,,,
8306,"English,Swedish",English,Swedish,,,,,
8307,English,English,,,,,,
8308,English,English,,,,,,
8309,English,English,,,,,,
8310,Hindi,Hindi,,,,,,
8311,English,English,,,,,,
8312,English,English,,,,,,
8313,English,English,,,,,,
8314,English,English,,,,,,
8315,"Mandarin,English,Japanese",Mandarin,English,Japanese,,,,
8316,English,English,,,,,,
8317,English,English,,,,,,
8318,English,English,,,,,,
8319,English,English,,,,,,
8320,English,English,,,,,,
8321,English,English,,,,,,
8322,English,English,,,,,,
8323,English,English,,,,,,
8324,English,English,,,,,,
8325,English,English,,,,,,
8326,English,English,,,,,,
8327,"Telugu,Tamil",Telugu,Tamil,,,,,
8328,"English,Spanish,Russian",English,Spanish,Russian,,,,
8329,English,English,,,,,,
8330,English,English,,,,,,
8331,English,English,,,,,,
8332,Marathi,Marathi,,,,,,
8333,English,English,,,,,,
8334,English,English,,,,,,
8335,English,English,,,,,,
8336,English,English,,,,,,
8337,Spanish,Spanish,,,,,,
8338,English,English,,,,,,
8339,Punjabi,Punjabi,,,,,,
8340,English,English,,,,,,
8341,Hindi,Hindi,,,,,,
8342,English,English,,,,,,
8343,English,English,,,,,,
8344,Hindi,Hindi,,,,,,
8345,English,English,,,,,,
8346,English,English,,,,,,
8347,"Tamil,Telugu",Tamil,Telugu,,,,,
8348,English,English,,,,,,
8349,English,English,,,,,,
8350,English,English,,,,,,
8351,English,English,,,,,,
8352,English,English,,,,,,
8353,Turkish,Turkish,,,,,,
8354,"English,Russian",English,Russian,,,,,
8355,English,English,,,,,,
8356,English,English,,,,,,
8357,English,English,,,,,,
8358,English,English,,,,,,
8359,English,English,,,,,,
8360,English,English,,,,,,
8361,English,English,,,,,,
8362,"English,Hindi",English,Hindi,,,,,
8363,Hindi,Hindi,,,,,,
8364,Korean,Korean,,,,,,
8365,English,English,,,,,,
8366,German,German,,,,,,
8367,English,English,,,,,,
8368,English,English,,,,,,
8369,English,English,,,,,,
8370,English,English,,,,,,
8371,Punjabi,Punjabi,,,,,,
8372,English,English,,,,,,
8373,English,English,,,,,,
8374,English,English,,,,,,
8375,English,English,,,,,,
8376,English,English,,,,,,
8377,Korean,Korean,,,,,,
8378,English,English,,,,,,
8379,English,English,,,,,,
8380,English,English,,,,,,
8381,English,English,,,,,,
8382,English,English,,,,,,
8383,English,English,,,,,,
8384,Telugu,Telugu,,,,,,
8385,Hindi,Hindi,,,,,,
8386,Italian,Italian,,,,,,
8387,English,English,,,,,,
8388,"English,Spanish",English,Spanish,,,,,
8389,English,English,,,,,,
8390,,,,,,,,
8391,English,English,,,,,,
8392,English,English,,,,,,
8393,English,English,,,,,,
8394,English,English,,,,,,
8395,English,English,,,,,,
8396,English,English,,,,,,
8397,English,English,,,,,,
8398,English,English,,,,,,
8399,English,English,,,,,,
8400,English,English,,,,,,
8401,English,English,,,,,,
8402,English,English,,,,,,
8403,English,English,,,,,,
8404,English,English,,,,,,
8405,English,English,,,,,,
8406,English,English,,,,,,
8407,English,English,,,,,,
8408,English,English,,,,,,
8409,English,English,,,,,,
8410,"English,French",English,French,,,,,
8411,English,English,,,,,,
8412,English,English,,,,,,
8413,English,English,,,,,,
8414,English,English,,,,,,
8415,English,English,,,,,,
8416,English,English,,,,,,
8417,English,English,,,,,,
8418,English,English,,,,,,
8419,German,German,,,,,,
8420,English,English,,,,,,
8421,English,English,,,,,,
8422,English,English,,,,,,
8423,"Spanish,English,Italian",Spanish,English,Italian,,,,
8424,English,English,,,,,,
8425,English,English,,,,,,
8426,English,English,,,,,,
8427,English,English,,,,,,
8428,English,English,,,,,,
8429,English,English,,,,,,
8430,English,English,,,,,,
8431,"English,French",English,French,,,,,
8432,English,English,,,,,,
8433,English,English,,,,,,
8434,English,English,,,,,,
8435,English,English,,,,,,
8436,English,English,,,,,,
8437,English,English,,,,,,
8438,English,English,,,,,,
8439,English,English,,,,,,
8440,English,English,,,,,,
8441,Russian,Russian,,,,,,
8442,"English,Spanish",English,Spanish,,,,,
8443,English,English,,,,,,
8444,"Chinese,English",Chinese,English,,,,,
8445,English,English,,,,,,
8446,English,English,,,,,,
8447,English,English,,,,,,
8448,English,English,,,,,,
8449,English,English,,,,,,
8450,English,English,,,,,,
8451,English,English,,,,,,
8452,English,English,,,,,,
8453,English,English,,,,,,
8454,English,English,,,,,,
8455,English,English,,,,,,
8456,English,English,,,,,,
8457,Hindi,Hindi,,,,,,
8458,English,English,,,,,,
8459,English,English,,,,,,
8460,English,English,,,,,,
8461,English,English,,,,,,
8462,English,English,,,,,,
8463,English,English,,,,,,
8464,English,English,,,,,,
8465,English,English,,,,,,
8466,English,English,,,,,,
8467,Hindi,Hindi,,,,,,
8468,English,English,,,,,,
8469,English,English,,,,,,
8470,English,English,,,,,,
8471,English,English,,,,,,
8472,English,English,,,,,,
8473,English,English,,,,,,
8474,English,English,,,,,,
8475,Spanish,Spanish,,,,,,
8476,English,English,,,,,,
8477,English,English,,,,,,
8478,English,English,,,,,,
8479,English,English,,,,,,
8480,Mandarin,Mandarin,,,,,,
8481,English,English,,,,,,
8482,Spanish,Spanish,,,,,,
8483,English,English,,,,,,
8484,,,,,,,,
8485,Punjabi,Punjabi,,,,,,
8486,English,English,,,,,,
8487,Italian,Italian,,,,,,
8488,English,English,,,,,,
8489,English,English,,,,,,
8490,"English,Russian,German,Korean,Arabic,Spanish,Serbian,Mandarin",English,Russian,German,Korean,Arabic,Spanish,Serbian
8491,English,English,,,,,,
8492,English,English,,,,,,
8493,Italian,Italian,,,,,,
8494,English,English,,,,,,
8495,English,English,,,,,,
8496,,,,,,,,
8497,English,English,,,,,,
8498,English,English,,,,,,
8499,English,English,,,,,,
8500,,,,,,,,
8501,,,,,,,,
8502,English,English,,,,,,
8503,English,English,,,,,,
8504,,,,,,,,
8505,English,English,,,,,,
8506,English,English,,,,,,
8507,English,English,,,,,,
8508,English,English,,,,,,
8509,English,English,,,,,,
8510,English,English,,,,,,
8511,English,English,,,,,,
8512,English,English,,,,,,
8513,English,English,,,,,,
8514,English,English,,,,,,
8515,English,English,,,,,,
8516,English,English,,,,,,
8517,Spanish,Spanish,,,,,,
8518,English,English,,,,,,
8519,English,English,,,,,,
8520,English,English,,,,,,
8521,English,English,,,,,,
8522,Italian,Italian,,,,,,
8523,Hindi,Hindi,,,,,,
8524,English,English,,,,,,
8525,English,English,,,,,,
8526,English,English,,,,,,
8527,English,English,,,,,,
8528,English,English,,,,,,
8529,English,English,,,,,,
8530,English,English,,,,,,
8531,English,English,,,,,,
8532,English,English,,,,,,
8533,English,English,,,,,,
8534,"Spanish,Arabic,English",Spanish,Arabic,English,,,,
8535,Tamil,Tamil,,,,,,
8536,English,English,,,,,,
8537,English,English,,,,,,
8538,English,English,,,,,,
8539,English,English,,,,,,
8540,English,English,,,,,,
8541,English,English,,,,,,
8542,English,English,,,,,,
8543,English,English,,,,,,
8544,English,English,,,,,,
8545,English,English,,,,,,
8546,Mandarin,Mandarin,,,,,,
8547,"English,Spanish",English,Spanish,,,,,
8548,English,English,,,,,,
8549,English,English,,,,,,
8550,English,English,,,,,,
8551,English,English,,,,,,
8552,Korean,Korean,,,,,,
8553,English,English,,,,,,
8554,English,English,,,,,,
8555,English,English,,,,,,
8556,English,English,,,,,,
8557,English,English,,,,,,
8558,English,English,,,,,,
8559,English,English,,,,,,
8560,English,English,,,,,,
8561,English,English,,,,,,
8562,English,English,,,,,,
8563,English,English,,,,,,
8564,English,English,,,,,,
8565,English,English,,,,,,
8566,English,English,,,,,,
8567,English,English,,,,,,
8568,English,English,,,,,,
8569,"Filipino,Tagalog",Filipino,Tagalog,,,,,
8570,English,English,,,,,,
8571,,,,,,,,
8572,English,English,,,,,,
8573,,,,,,,,
8574,English,English,,,,,,
8575,"Italian,Spanish",Italian,Spanish,,,,,
8576,Portuguese,Portuguese,,,,,,
8577,English,English,,,,,,
8578,Malayalam,Malayalam,,,,,,
8579,English,English,,,,,,
8580,Dutch,Dutch,,,,,,
8581,English,English,,,,,,
8582,English,English,,,,,,
8583,English,English,,,,,,
8584,,,,,,,,
8585,English,English,,,,,,
8586,,,,,,,,
8587,,,,,,,,
8588,English,English,,,,,,
8589,English,English,,,,,,
8590,English,English,,,,,,
8591,,,,,,,,
8592,English,English,,,,,,
8593,English,English,,,,,,
8594,English,English,,,,,,
8595,English,English,,,,,,
8596,,,,,,,,
8597,,,,,,,,
8598,,,,,,,,
8599,,,,,,,,
8600,,,,,,,,
8601,English,English,,,,,,
8602,English,English,,,,,,
8603,Punjabi,Punjabi,,,,,,
8604,"Tagalog,Filipino",Tagalog,Filipino,,,,,
8605,,,,,,,,
8606,,,,,,,,
8607,,,,,,,,
8608,English,English,,,,,,
8609,,,,,,,,
8610,English,English,,,,,,
8611,English,English,,,,,,
8612,English,English,,,,,,
8613,English,English,,,,,,
8614,"Arabic,Hebrew",Arabic,Hebrew,,,,,
8615,English,English,,,,,,
8616,"English,Japanese,Xhosa,German",English,Japanese,Xhosa,German,,,
8617,English,English,,,,,,
8618,English,English,,,,,,
8619,English,English,,,,,,
8620,"English,Korean,Inuktitut",English,Korean,Inuktitut,,,,
8621,English,English,,,,,,
8622,"English,Swahili,Xhosa,Zulu",English,Swahili,Xhosa,Zulu,,,
8623,"English,Hindi",English,Hindi,,,,,
8624,"English,Russian,Hindi",English,Russian,Hindi,,,,
8625,English,English,,,,,,
8626,English,English,,,,,,
8627,English,English,,,,,,
8628,English,English,,,,,,
8629,English,English,,,,,,
8630,English,English,,,,,,
8631,"English,Spanish",English,Spanish,,,,,
8632,English,English,,,,,,
8633,"English,Spanish",English,Spanish,,,,,
8634,English,English,,,,,,
8635,English,English,,,,,,
8636,"English,German,Xhosa,Russian,Romanian,Hindi",English,German,Xhosa,Russian,Romanian,Hindi,
8637,English,English,,,,,,
8638,"English,French",English,French,,,,,
8639,"English,French",English,French,,,,,
8640,English,English,,,,,,
8641,English,English,,,,,,
8642,English,English,,,,,,
8643,"English,French",English,French,,,,,
8644,English,English,,,,,,
8645,"English,Vietnamese,French",English,Vietnamese,French,,,,
8646,"English,Swahili,Nama,Xhosa,Korean",English,Swahili,Nama,Xhosa,Korean,,
8647,"English,Korean",English,Korean,,,,,
8648,English,English,,,,,,
8649,English,English,,,,,,
8650,"English,Arabic,Spanish",English,Arabic,Spanish,,,,
8651,"English,Arabic",English,Arabic,,,,,
8652,English,English,,,,,,
8653,"English,French",English,French,,,,,
8654,English,English,,,,,,
8655,"English,Norwegian",English,Norwegian,,,,,
8656,English,English,,,,,,
8657,English,English,,,,,,
8658,English,English,,,,,,
8659,"English,German",English,German,,,,,
8660,English,English,,,,,,
8661,English,English,,,,,,
8662,"English,Italian",English,Italian,,,,,
8663,English,English,,,,,,
8664,"English,Norwegian,French",English,Norwegian,French,,,,
8665,English,English,,,,,,
